Keyword,Position,Previous Position,Search Volume,Keyword Difficulty Index,CPC,Url,Traffic (%),Traffic Cost (%),Competition,Number of Results,Trends,Timestamp
"on contact center","9","8","20","49.98","5.44","https://blog.neoassist.com/contact-center-o-que-e/","0.00","0.00","0.24","168000000","0.33,0.33,1.00,0.33,0.33,0.33,0.67,0.67,0.67,0.67,0.67,0.33","1511694318"
"ouvidoria o que é","55","0","260","75.53","0.00","https://blog.neoassist.com/o-que-e-sac/","0.00","0.00","0.00","7430000","1.00,0.01,0.24,0.01,0.82,0.82,0.82,0.19,0.30,0.30,0.44,0.12","1513371125"
"o que é a palavra","65","0","170","82.60","0.03","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.00","0.00","0.00","323000000","0.54,0.65,0.81,1.00,0.65,0.35,0.42,0.54,0.65,0.81,1.00,1.00","1512513146"
"o que significa mais","67","76","170","81.98","0.00","https://blog.neoassist.com/contact-center-o-que-e/","0.00","0.00","0.00","45200000","0.55,0.02,0.08,1.00,0.67,0.67,0.67,0.30,0.19,0.19,0.12,0.44","1513364604"
"o que atrito","83","76","90","89.15","0.00","https://blog.neoassist.com/cinco-principais-causas-de-atrito-com-clientes-e-como-lidar-com-eles/","0.00","0.00","0.00","2860000","0.22,0.22,0.56,0.22,0.78,1.00,0.33,1.00,0.56,0.56,0.22,0.56","1513585723"
"da help desk","33","0","90","61.33","0.00","https://blog.neoassist.com/o-que-e-helpdesk/","0.00","0.00","0.00","188000000","1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.71,0.14,0.14","1511199592"
"quando foi criado o telefone","98","0","140","84.10","0.00","https://blog.neoassist.com/historia-do-call-center/","0.00","0.00","0.06","1250000","0.82,0.03,0.10,0.15,0.29,1.00,1.00,0.44,0.03,0.29,0.19,0.19","1513406416"
"nextel telefone de atendimento","97","0","20","76.65","0.00","https://blog.neoassist.com/atendimento-via-whatsapp/","0.00","0.00","0.22","497000","0.33,0.33,0.33,0.33,1.00,0.33,0.33,0.33,0.67,0.33,0.67,0.67","1511392639"
"qualidades exemplos","57","0","90","76.85","5.60","https://blog.neoassist.com/qualidade-no-atendimento-ao-cliente-5-pilares/","0.00","0.00","0.02","709000","1.00,0.11,0.44,0.11,0.78,0.78,0.78,0.33,0.11,0.11,0.33,0.56","1513420523"
"chat relacionamento","78","72","480","69.72","1.59","https://www.neoassist.com/chat","0.00","0.00","0.93","562000","0.82,0.54,0.44,0.44,0.54,0.54,1.00,0.67,0.67,0.82,0.54,0.67","1511626986"
"dinamica de atendimento ao cliente","33","25","140","58.89","0.13","https://blog.neoassist.com/sistema-de-atendimento-ao-cliente/","0.00","0.00","0.16","10400000","0.67,0.67,0.67,1.00,0.67,0.33,0.43,0.43,0.67,0.52,0.67,0.67","1512395454"
"atender clientes","23","15","30","68.68","0.00","https://blog.neoassist.com/7-tipos-de-clientes-que-voce-conhece-muito-bem-como-atende-los/","0.00","0.00","0.00","31400000","0.50,0.75,0.50,1.00,0.50,0.75,0.50,0.75,0.75,0.75,0.75,0.50","1511748541"
"dicas para relacionamento","75","0","140","78.97","0.13","https://blog.neoassist.com/relacionamento-com-os-clientes-4-dicas/","0.00","0.00","0.09","650000","1.00,1.00,0.82,0.82,0.82,0.82,0.82,0.65,1.00,1.00,1.00,0.82","1512401044"
"oq significa isso","50","60","390","82.70","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.00","0.00","0.03","827000","0.82,0.15,0.36,0.15,1.00,1.00,1.00,0.44,0.29,0.29,0.19,0.67","1513124073"
"nextel telefone atendimento ao cliente","96","98","50","78.29","1.79","https://blog.neoassist.com/atendimento-via-whatsapp/","0.00","0.00","0.29","405000","0.33,0.78,0.56,0.44,0.56,0.78,0.44,0.78,0.56,0.78,1.00,0.78","1512606454"
"telemarketing o que faz","50","90","320","67.28","0.00","https://blog.neoassist.com/o-que-e-call-center/","0.00","0.00","0.01","486000","0.44,0.82,0.19,0.82,0.55,0.55,0.55,0.24,0.16,0.16,1.00,0.36","1513277725"
"pesquisa como fazer","34","19","90","67.68","1.33","https://blog.neoassist.com/como-fazer-pesquisa-de-satisfacao/","0.00","0.00","0.26","46200000","0.45,0.64,0.64,0.64,0.82,0.64,0.45,0.64,1.00,0.82,1.00,0.82","1512406799"
"atendimento ao cliente ppt","36","35","140","62.71","1.20","https://blog.neoassist.com/bom-atendimento-ao-cliente-melhores-praticas/","0.00","0.00","0.09","165000","0.81,0.81,1.00,0.81,0.67,0.52,0.67,0.67,0.67,0.67,0.67,0.52","1512395548"
"desk service","56","63","20","43.66","10.26","https://blog.neoassist.com/o-que-e-service-desk/","0.00","0.00","0.76","313000000","0.50,0.50,0.50,0.25,0.75,0.25,0.25,0.50,0.50,0.75,1.00,0.50","1511742072"
"porque se perde um cliente","56","76","70","64.78","0.00","https://blog.neoassist.com/4-motivos-pelos-quais-o-cliente-sempre-tem-razao/","0.00","0.00","0.01","15200000","1.00,1.00,1.00,1.00,1.00,1.00,0.57,0.71,1.00,1.00,1.00,1.00","1512497090"
"como saber se sou nerd","42","38","110","83.68","0.00","https://blog.neoassist.com/descobri-que-sou-nerd/","0.00","0.00","0.00","7400000","0.16,0.16,0.67,0.16,0.19,1.00,0.19,0.44,0.30,0.30,0.36,0.67","1513506635"
"pastor oline","36","57","590","61.05","0.84","https://universal.neoassist.com/?th=chatNeoa","0.00","0.00","0.16","17700000","0.36,0.24,1.00,0.24,0.44,0.15,0.29,0.67,0.44,0.44,0.82,0.15","1510505218"
"oi relacionamento com o cliente","76","72","20","74.43","0.13","https://blog.neoassist.com/bom-atendimento-ao-cliente-melhores-praticas/","0.00","0.00","0.45","416000","0.33,0.67,1.00,1.00,0.67,1.00,0.33,1.00,0.67,0.67,1.00,0.67","1511713991"
"significado de gestao","95","93","110","78.46","0.00","https://blog.neoassist.com/gestao-de-relacionamento-com-o-cliente/","0.00","0.00","0.06","402000","0.33,0.67,0.67,0.67,0.52,0.33,0.33,0.52,1.00,0.52,0.67,0.67","1512527254"
"sac da telefonica","88","72","30","72.30","0.94","https://blog.neoassist.com/sac-tudo-o-que-voce-precisa-saber/","0.00","0.00","0.24","619000","1.00,1.00,0.67,0.67,0.67,1.00,1.00,0.67,1.00,0.67,0.33,1.00","1511335564"
"sinonimo de foco","44","50","590","78.20","0.00","https://blog.neoassist.com/marketing-de-relacionamento-atendimento-cliente/","0.00","0.00","0.00","119000","0.44,0.55,0.82,0.67,0.82,0.44,0.36,0.36,0.82,0.82,1.00,0.82","1513584554"
"humanização no atendimento","20","0","90","58.62","0.00","https://blog.neoassist.com/atendimento-humanizado/","0.00","0.00","0.04","558000","1.00,0.06,0.01,0.06,0.30,0.10,0.12,0.10,0.02,0.44,0.55,0.44","1509736964"
"numero de central de atendimento da claro","90","0","20","80.76","0.00","https://blog.neoassist.com/o-que-e-sac/","0.00","0.00","0.21","34400000","1.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.50,0.50","1511387765"
"ferramentas de teste de software","31","34","170","56.01","4.49","https://blog.neoassist.com/automatestando-importancia-de-automatizar-testes-de-software/","0.00","0.00","0.48","510000","0.67,0.16,0.16,0.36,0.16,0.19,1.00,0.12,0.55,0.36,0.36,0.30","1513341434"
"o que são relações","95","0","90","78.79","0.00","https://blog.neoassist.com/o-que-e-relacionamento-com-o-cliente/","0.00","0.00","0.00","48200000","0.78,0.78,0.33,0.78,1.00,0.11,0.56,0.11,0.33,0.33,0.78,0.11","1513587032"
"nas blog","89","39","90","59.42","0.00","https://blog.neoassist.com/","0.00","0.00","0.00","120000000","0.14,0.14,0.43,0.14,1.00,0.71,0.14,0.14,0.14,0.14,0.14,0.71","1513592121"
"sinônimo demonstrar","83","74","50","80.86","0.00","https://blog.neoassist.com/marketing-de-relacionamento-atendimento-cliente/","0.00","0.00","0.00","447000","0.56,0.56,0.56,0.56,1.00,0.33,0.22,0.44,0.56,0.56,0.78,0.56","1512556751"
"imagens de atendimento ao cliente","18","0","140","60.73","0.00","https://blog.neoassist.com/bom-atendimento-ao-cliente-melhores-praticas/","0.00","0.00","0.02","1290000","0.52,0.81,1.00,0.81,0.81,0.33,0.43,0.43,0.67,0.67,0.81,0.67","1512402227"
"chat rapido","84","0","20","54.38","0.65","https://blog.neoassist.com/chat-online-a-menina-dos-olhos-do-contact-center/","0.00","0.00","0.42","1160000","0.67,0.67,0.67,1.00,0.33,1.00,0.33,0.67,1.00,0.67,0.67,0.67","1511776296"
"uma voip","39","0","70","67.98","0.00","https://blog.neoassist.com/telefonia-voip-neoassist/","0.00","0.00","0.00","455000","0.78,0.78,0.11,0.11,1.00,0.11,0.11,0.11,0.11,0.78,0.11,0.11","1511318086"
"sinonimos de dificuldade","85","83","320","76.04","0.00","https://blog.neoassist.com/marketing-de-relacionamento-atendimento-cliente/","0.00","0.00","0.00","669000","0.82,0.44,0.19,0.44,0.67,0.67,0.67,0.16,0.24,0.24,0.36,1.00","1513260516"
"baias para call center","57","52","70","49.69","3.65","https://blog.neoassist.com/reduza-95-dos-chamados-no-call-center-com-esta-unica-tecnica/","0.00","0.00","1.00","159000","0.78,1.00,1.00,1.00,0.78,0.56,0.56,0.56,0.56,0.44,0.56,0.56","1512433483"
"login plataforma 360","79","0","480","48.47","0.00","https://www.neoassist.com/plataforma-atendimento-cliente","0.00","0.00","0.00","663000","0.19,0.19,0.82,0.19,0.54,0.29,0.24,0.54,0.82,0.82,1.00,0.82","1513291265"
"empresas de fast food","42","42","70","84.68","1.98","https://blog.neoassist.com/autoatendimento-fast-food/","0.00","0.00","0.43","706000","0.56,0.78,0.78,1.00,0.56,0.33,0.78,0.44,1.00,0.78,0.78,0.56","1512525801"
"sistema de informação crm","70","66","30","63.36","0.00","https://blog.neoassist.com/gestao-de-relacionamento-com-o-cliente/","0.00","0.00","0.94","900000","0.20,0.40,0.80,0.80,1.00,0.60,0.20,0.20,0.60,0.60,1.00,0.60","1513146260"
"o que é mineração de dados","82","51","170","72.41","1.59","https://blog.neoassist.com/mineracao-de-texto/","0.00","0.00","0.20","407000","0.81,0.03,0.12,0.03,1.00,1.00,1.00,0.44,0.03,0.29,0.19,0.66","1513329507"
"central de atendimento hotel urbano","88","90","50","71.57","1.14","https://www.neoassist.com/","0.00","0.00","0.33","599000","0.43,0.57,0.71,0.71,0.71,0.57,0.71,1.00,0.71,0.71,0.43,0.71","1512599722"
"robo sete","24","27","90","69.35","0.00","https://blog.neoassist.com/sete-maneiras-para-evitar-soar-como-um-robo-no-atendimento-ao-cliente/","0.00","0.00","0.01","369000","0.11,1.00,0.44,1.00,1.00,0.56,0.22,0.56,0.33,0.33,0.11,0.56","1513555643"
"script rede social","92","99","110","42.37","2.73","https://blog.neoassist.com/tudo-o-que-voce-precisa-saber-sobre-sac-2-0/","0.00","0.00","0.20","752000","1.00,0.79,0.64,1.00,0.64,0.64,0.79,0.64,0.79,0.64,0.64,0.50","1512512410"
"exemplos de proatividade","53","0","590","72.37","0.00","https://blog.neoassist.com/proatividade-no-atendimento-ao-cliente/","0.00","0.00","0.02","185000","0.10,0.05,0.01,0.16,0.19,1.00,0.12,0.55,0.10,0.36,0.30,0.12","1510963368"
"netfarma no rio de janeiro","46","0","90","82.04","0.61","https://www.neoassist.com/","0.00","0.00","0.49","271000","0.06,0.06,0.29,0.06,0.53,0.41,0.53,0.18,0.06,0.06,0.24,1.00","1513433536"
"conhecer sinonimos","99","0","110","77.47","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.00","0.00","0.00","70000","0.44,0.02,0.08,0.02,0.16,0.30,0.36,0.16,1.00,1.00,0.82,1.00","1513529442"
"atendido","95","22","170","83.62","0.00","https://blog.neoassist.com/como-ser-mal-atendido-oportunidade-empresas-perdendo/","0.00","0.00","0.00","22000000","0.44,0.24,1.00,0.24,0.12,0.36,0.36,0.82,0.12,0.12,0.19,0.19","1513364083"
"interação o que significa","65","0","90","89.25","0.00","https://blog.neoassist.com/tudo-o-que-voce-precisa-saber-sobre-sac-2-0/","0.00","0.00","0.00","1610000","0.11,1.00,0.44,1.00,1.00,0.56,0.22,0.56,0.33,0.33,0.11,0.56","1509733262"
"telefones de atendimento claro","86","82","70","77.77","1.27","https://blog.neoassist.com/o-que-e-sac/","0.00","0.00","0.43","573000","0.45,0.45,0.64,0.64,0.64,0.82,1.00,1.00,1.00,0.45,0.82,0.64","1512470679"
"assistente de atendimento o que faz","42","43","90","87.20","1.98","https://blog.neoassist.com/5-regras-bom-atendimento-sac/","0.00","0.00","0.06","528000","0.71,0.14,0.57,0.14,1.00,0.43,1.00,0.43,0.71,0.71,0.71,0.14","1513430478"
"sa o que significa","100","0","70","76.55","0.00","https://blog.neoassist.com/contact-center-o-que-e/","0.00","0.00","0.00","78400000","0.05,0.12,0.03,0.12,0.15,0.07,0.07,1.00,0.12,0.12,0.12,0.12","1511334386"
"sinonimo relação","86","94","260","86.41","0.00","https://blog.neoassist.com/marketing-de-relacionamento-atendimento-cliente/","0.00","0.00","0.00","303000","0.44,0.54,0.82,0.82,1.00,0.44,0.28,0.36,0.82,0.82,1.00,1.00","1513190229"
"net atendimento consumidor","71","0","20","79.15","0.91","https://blog.neoassist.com/net-promoter-score-nps/","0.00","0.00","0.32","2940000","0.25,0.50,0.50,0.25,0.50,0.75,0.75,1.00,0.75,0.50,0.75,0.75","1513177464"
"frases ditas","76","64","140","67.94","0.00","https://blog.neoassist.com/servico-de-atendimento-ao-cliente-frases-que-nao-devem-ser-ditas-pelo-seu-sac/","0.00","0.00","0.03","1110000","1.00,1.00,1.00,1.00,0.79,0.79,1.00,0.64,1.00,0.64,1.00,0.79","1512398961"
"chat bom","80","52","390","79.27","0.61","https://blog.neoassist.com/5-dicas-para-melhorar-o-atendimento-via-chat/","0.00","0.00","0.23","2320000","0.29,0.29,0.67,0.04,0.04,0.19,0.24,1.00,0.67,0.67,0.54,0.24","1513284080"
"sinonimos de resolver","99","87","110","71.26","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.00","0.00","0.00","616000","1.00,0.44,0.01,0.06,0.01,0.54,0.19,0.36,0.82,0.54,0.54,1.00","1513396521"
"positivo chat","96","0","590","76.90","0.00","https://blog.neoassist.com/tendencias-de-tecnologia-em-atendimento/","0.00","0.00","0.01","621000","0.19,0.29,0.67,0.29,0.24,0.19,0.24,1.00,0.67,0.67,0.03,0.06","1510962885"
"sinonimos de manter","37","0","880","83.19","0.00","https://blog.neoassist.com/marketing-de-relacionamento-atendimento-cliente/","0.00","0.00","0.00","591000","0.81,0.06,0.19,0.06,0.23,0.23,1.00,0.44,0.67,0.67,0.44,0.67","1510382611"
"fidelizar o cliente","13","12","70","60.58","1.56","https://blog.neoassist.com/fidelizar-clientes-porque/","0.00","0.00","0.35","411000","0.01,0.01,0.05,0.01,1.00,0.16,0.02,0.08,0.01,0.01,0.06,0.08","1511229163"
"call telemarketing","75","83","50","63.87","0.00","https://blog.neoassist.com/o-que-e-call-center/","0.00","0.00","0.26","16800000","1.00,1.00,0.71,0.71,1.00,0.43,0.71,0.71,1.00,0.71,0.71,0.71","1512580253"
"supervisor de atendimento ao cliente","86","0","90","80.43","1.01","https://blog.neoassist.com/sistema-de-atendimento-ao-cliente/","0.00","0.00","0.29","479000","0.78,0.11,0.56,0.11,1.00,0.33,1.00,0.33,0.56,0.56,0.78,0.11","1513432694"
"seja proativo","92","0","720","54.30","6.02","https://blog.neoassist.com/proatividade-no-atendimento-ao-cliente/","0.00","0.00","0.03","602000","0.19,0.06,0.02,0.30,0.16,0.44,0.24,1.00,0.06,0.16,0.82,0.44","1509353205"
"relacionamento claro","88","61","50","74.32","0.91","https://blog.neoassist.com/bom-atendimento-ao-cliente-melhores-praticas/","0.00","0.00","0.71","1380000","0.78,0.78,0.56,0.44,0.56,0.56,1.00,0.78,0.56,0.56,0.56,0.44","1512598931"
"o que proativo","61","34","390","85.17","0.00","https://blog.neoassist.com/proatividade-no-atendimento-ao-cliente/","0.00","0.00","0.01","867000","0.82,0.01,0.24,1.00,0.30,0.67,0.67,0.30,0.19,0.19,0.19,0.19","1513219008"
"eficiencia rh marilia","67","67","90","71.01","0.26","https://blog.neoassist.com/como-um-suporte-ao-cliente-adequado-torna-facil-a-vida-dos-clientes/","0.00","0.00","0.37","4000","1.00,0.79,0.64,0.50,0.50,0.21,0.64,0.50,0.64,0.50,0.64,0.36","1512469888"
"telemarketing o que é","63","16","90","72.44","0.19","https://blog.neoassist.com/o-que-e-call-center/","0.00","0.00","0.03","4980000","0.64,0.50,0.64,0.50,0.50,0.21,0.64,0.50,0.64,0.64,0.64,1.00","1512489767"
"estrategias","60","97","1300","75.10","0.03","https://blog.neoassist.com/estrategias-de-marketing-de-relacionamento/","0.00","0.00","0.01","85900000","0.46,0.53,0.68,0.68,0.84,0.46,0.53,0.53,0.84,0.84,1.00,0.84","1511905384"
"o que é uma razão","57","49","170","90.07","0.00","https://blog.neoassist.com/4-motivos-pelos-quais-o-cliente-sempre-tem-razao/","0.00","0.00","0.02","3880000","1.00,0.05,0.10,0.05,0.12,0.02,0.12,0.30,0.10,0.19,0.19,0.44","1513367624"
"frases de lp","38","38","90","80.48","0.00","http://blog.neoassist.com/lp/servico-de-atendimento-ao-cliente-frases-que-nao-devem-ser-ditas-pelo-seu-sac/","0.00","0.00","0.00","584000","0.78,0.11,0.56,0.11,1.00,0.33,1.00,0.33,0.56,0.56,0.78,0.11","1509752693"
"netflix atendimento","27","37","210","68.73","0.00","https://blog.neoassist.com/orientacao-ao-cliente-atendimento/","0.00","0.00","0.06","520000","0.34,0.34,0.34,0.44,0.44,0.53,0.66,0.81,0.66,0.66,1.00,1.00","1510203063"
"regras para um bom relacionamento","46","32","70","59.81","0.00","https://blog.neoassist.com/5-regras-bom-atendimento-sac/","0.00","0.00","0.06","920000","0.29,0.57,0.14,0.57,0.14,0.29,0.43,1.00,0.57,0.57,0.71,1.00","1511388172"
"significado da palavra objetiva","53","50","70","80.79","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.00","0.00","0.00","1960000","0.78,1.00,0.33,1.00,1.00,0.22,0.56,0.22,0.44,0.44,0.78,0.22","1511277239"
"os melhores chats","34","38","20","61.80","0.87","https://www.neoassist.com/chat","0.00","0.00","0.38","546000","0.67,0.67,0.67,1.00,1.00,0.67,0.67,1.00,0.33,0.67,0.33,0.67","1511766263"
"significado da palavra segurança","92","0","70","79.96","0.00","https://blog.neoassist.com/qual-e-o-significado-de-qualidade-para-os-clientes/","0.00","0.00","0.00","662000","0.57,0.14,0.71,0.14,0.71,0.43,0.43,1.00,0.14,0.14,0.14,1.00","1511308470"
"atendimento claro telefone","94","93","1000","80.29","1.56","https://blog.neoassist.com/o-que-e-sac/","0.00","0.00","0.32","683000","0.55,0.55,0.68,0.68,0.68,1.00,1.00,1.00,1.00,0.77,0.77,0.68","1511620315"
"produtividade trabalhador brasileiro","27","31","90","78.63","0.00","https://blog.neoassist.com/concentracao-e-produtividade/","0.00","0.00","0.02","589000","0.11,0.11,0.11,0.11,1.00,0.33,0.33,0.78,0.11,0.11,0.11,0.11","1513565228"
"significado da palavra atuar","71","61","90","78.68","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.00","0.00","0.00","900000","1.00,1.00,0.33,1.00,0.78,0.56,0.11,0.56,0.33,0.33,1.00,0.56","1511215513"
"sinonimo interagir","92","87","50","75.30","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.00","0.00","0.00","18000","0.44,0.44,0.78,0.78,0.78,0.44,0.33,0.44,0.78,0.78,1.00,0.78","1512598244"
"como tratar um cliente","66","60","90","64.59","0.00","https://blog.neoassist.com/7-tipos-de-clientes-que-voce-conhece-muito-bem-como-atende-los/","0.00","0.00","0.01","15500000","1.00,0.44,0.08,0.02,0.29,0.54,0.05,0.36,0.15,0.08,0.54,1.00","1510516409"
"ura telefonia","25","27","170","48.01","2.47","https://www.neoassist.com/telefonia","0.00","0.00","0.50","115000","0.82,0.67,0.30,0.67,0.67,1.00,1.00,0.24,0.36,0.36,0.36,1.00","1513353056"
"blogs de relacionamento","18","19","140","65.84","1.07","https://blog.neoassist.com/","0.00","0.00","0.31","635000","0.67,0.52,0.52,0.52,0.67,0.67,0.81,0.81,1.00,0.81,0.81,0.81","1512397319"
"significado de respeitar","90","90","110","83.39","0.00","https://blog.neoassist.com/o-que-e-relacionamento-com-o-cliente/","0.00","0.00","0.00","597000","0.41,0.53,0.65,0.65,0.82,0.41,0.29,0.65,0.82,0.82,0.82,1.00","1512401067"
"os e-mails","40","39","110","88.33","0.00","https://blog.neoassist.com/3-tecnicas-para-gerenciar-emails-como-um-mestre/","0.00","0.00","0.23","46000000","1.00,1.00,0.79,0.79,0.64,0.79,0.64,0.50,1.00,0.79,0.79,0.79","1512412680"
"sinonimos de aumentar","57","56","210","70.07","0.00","https://blog.neoassist.com/marketing-de-relacionamento-atendimento-cliente/","0.00","0.00","0.00","646000","0.67,0.82,0.03,0.07,0.67,0.24,1.00,1.00,0.24,0.36,0.36,0.36","1513313354"
"conhecimentos gerais que todos devem saber","57","41","90","70.37","0.00","https://blog.neoassist.com/helpdesk-service-desk/","0.00","0.00","0.04","17000000","0.22,1.00,0.33,1.00,0.78,0.56,0.11,0.56,0.33,0.33,0.22,0.56","1511193053"
"modelo de questionário de pesquisa","69","0","70","72.15","1.01","https://blog.neoassist.com/modelos-de-pesquisa-de-satisfacao-do-cliente/","0.00","0.00","0.22","487000","1.00,0.64,0.36,0.64,0.64,0.79,0.79,0.14,0.14,0.36,0.50,0.64","1511178885"
"auto atendimento claro","81","0","140","86.97","0.71","https://blog.neoassist.com/as-barreiras-do-consumidor-3-0-no-atendimento/","0.00","0.00","0.33","277000","0.82,0.82,0.65,0.65,0.82,1.00,0.82,1.00,1.00,0.82,0.82,0.65","1508910959"
"necessario sinonimos","81","0","50","76.73","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.00","0.00","0.00","15000","0.44,0.56,0.56,0.78,0.78,0.33,0.33,0.33,1.00,0.56,0.78,0.78","1509352862"
"o que significa consideração","29","29","110","77.45","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.00","0.00","0.00","3400000","1.00,0.54,0.24,0.54,0.29,0.81,0.81,0.19,0.29,0.29,0.44,0.44","1513427339"
"definição telemarketing","40","0","90","71.90","0.00","https://blog.neoassist.com/o-que-e-call-center/","0.00","0.00","0.10","88000","0.33,1.00,0.44,1.00,1.00,0.56,0.22,0.56,0.33,0.33,0.33,0.56","1510532390"
"proativa ou pró-ativa","30","0","320","81.12","0.00","https://blog.neoassist.com/proatividade-no-atendimento-ao-cliente/","0.00","0.00","0.00","24000","0.67,0.67,0.67,0.82,0.82,0.82,0.82,0.54,1.00,0.82,1.00,1.00","1513288969"
"kpi indicadores","76","0","70","60.12","1.43","https://blog.neoassist.com/service-level-agreement-kpi/","0.00","0.00","0.19","445000","0.50,0.50,1.00,0.79,0.64,0.14,0.36,0.50,0.50,0.50,0.50,0.50","1512494562"
"o que é direto","95","65","210","82.26","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.00","0.00","0.02","43700000","0.06,0.10,0.04,0.15,0.67,0.24,1.00,0.44,0.67,0.67,0.44,0.19","1513343309"
"como montar um empreendimento","76","0","40","79.54","0.94","https://blog.neoassist.com/saiba-como-montar-um-call-center/","0.00","0.00","0.54","616000","0.60,0.80,1.00,0.80,0.80,0.40,1.00,0.40,0.80,0.80,0.80,1.00","1509331307"
"traição no relacionamento","85","96","30","89.06","0.22","https://blog.neoassist.com/jornada-de-relacionamento-traicao/","0.00","0.00","0.23","1510000","0.75,1.00,1.00,0.25,0.75,0.75,0.25,0.75,0.50,0.50,0.50,0.50","1513044421"
"atendimento cliente nextel","69","66","40","75.72","1.85","https://blog.neoassist.com/atendimento-via-whatsapp/","0.00","0.00","0.18","399000","0.29,0.43,0.43,0.43,0.57,0.43,0.57,0.43,0.43,0.57,1.00,0.71","1513102936"
"skill bauru","86","81","50","72.28","0.32","https://www.neoassist.com/","0.00","0.00","0.11","55000","0.71,0.71,0.57,0.71,0.71,0.43,1.00,0.71,0.71,1.00,0.43,0.57","1512559849"
"blog gente boa","18","13","140","51.90","0.00","http://blog.neoassist.com/lp/tags/gente-boa/","0.00","0.00","0.00","1040000","0.07,0.06,1.00,0.44,0.06,0.03,0.10,0.03,0.12,0.12,0.54,0.67","1513378725"
"diferença entre cliente e consumidor","50","40","260","51.23","0.00","https://blog.neoassist.com/orientacao-ao-cliente-atendimento/","0.00","0.00","0.06","424000","0.82,0.01,0.06,0.01,1.00,0.29,0.03,0.15,0.06,0.06,0.15,0.36","1513295571"
"definição relacionamento interpessoal","44","0","20","73.01","0.00","https://blog.neoassist.com/o-que-e-relacionamento-com-o-cliente/","0.00","0.00","0.02","1130000","1.00,1.00,0.50,1.00,0.50,0.50,0.50,1.00,1.00,1.00,1.00,1.00","1513282077"
"sinônimo de atender","29","26","480","82.37","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.00","0.00","0.00","1250000","0.36,0.24,1.00,0.24,0.44,0.16,0.30,0.67,0.44,0.44,0.82,0.16","1513212645"
"serviços significado","87","62","30","76.74","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.00","0.00","0.01","16400000","0.25,0.75,1.00,0.75,1.00,0.50,0.50,0.50,0.75,1.00,0.50,1.00","1512982744"
"atendimento ao público","89","0","590","70.46","0.13","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.00","0.00","0.06","64600000","0.39,0.48,0.72,0.72,0.59,0.39,0.72,0.48,0.59,1.00,0.88,0.72","1510979016"
"frasas","87","80","320","78.00","0.00","https://blog.neoassist.com/servico-de-atendimento-ao-cliente-frases-que-nao-devem-ser-ditas-pelo-seu-sac/","0.00","0.00","0.11","95000","0.82,0.82,0.82,0.82,1.00,1.00,0.82,1.00,1.00,0.82,1.00,0.82","1513344027"
"foco sinonimo","44","42","480","65.41","0.00","https://blog.neoassist.com/marketing-de-relacionamento-atendimento-cliente/","0.00","0.00","0.00","114000","0.44,0.54,0.67,0.82,1.00,0.44,0.44,0.54,0.82,1.00,1.00,1.00","1511617508"
"projeto atendimento ao cliente","35","26","90","74.92","1.85","https://www.neoassist.com/estruturar-central","0.00","0.00","0.29","6540000","0.44,0.78,0.33,0.78,1.00,0.11,0.56,0.11,0.33,0.33,0.44,0.11","1513510740"
"mau atendimento ao cliente","23","0","260","54.30","0.65","https://blog.neoassist.com/servico-de-atendimento-ao-cliente-frases-que-nao-devem-ser-ditas-pelo-seu-sac/","0.00","0.00","0.06","322000","0.54,0.54,0.82,0.67,0.67,0.36,0.44,0.54,1.00,0.67,0.82,0.82","1508846341"
"telefone da claro central de atendimento","85","82","140","77.01","2.60","https://blog.neoassist.com/bom-atendimento-ao-cliente-melhores-praticas/","0.00","0.00","0.69","679000","0.65,1.00,0.82,0.65,0.65,0.65,1.00,1.00,1.00,0.82,0.82,1.00","1512393752"
"o que significa alcançar","54","42","20","78.79","0.00","https://blog.neoassist.com/o-que-e-excelencia-no-atendimento-ao-cliente-afinal/","0.00","0.00","0.00","1780000","0.33,0.67,0.33,0.67,0.33,0.33,0.33,0.33,0.67,0.67,1.00,0.67","1511385471"
"consumidor brasileiro","41","74","70","67.55","0.00","https://blog.neoassist.com/consumidor-brasileiro-3-0-neoconsumidor/","0.00","0.00","0.00","11200000","0.36,1.00,0.79,0.64,0.36,0.21,0.21,0.29,0.64,0.50,0.64,0.64","1512541698"
