Keyword,Position,Previous Position,Search Volume,Keyword Difficulty Index,CPC,Url,Traffic (%),Traffic Cost (%),Competition,Number of Results,Trends,Timestamp
"a service is","32","19","90","79.01","0.00","https://www.zendesk.com.br/support/features/help-desk-as-a-service/","0.00","0.00","0.00","2985032000","0.11,0.11,0.56,0.11,0.11,0.11,1.00,0.11,0.11,0.11,0.11,0.11","1511138457"
"skyscarner","8","0","90","79.86","0.00","https://www.zendesk.com.br/customer/skyscanner/","0.00","0.00","0.10","0","0.22,0.22,0.56,0.22,0.78,1.00,0.33,1.00,0.56,0.56,0.22,0.56","1511249026"
"api sistema de informação","80","0","70","67.88","6.68","https://www.zendesk.com.br/","0.00","0.00","0.16","532000","0.29,1.00,0.43,1.00,0.14,0.57,0.14,0.57,0.29,0.29,0.29,1.00","1511185250"
"aplicativo facebook mensagem","54","58","90","89.10","0.94","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.33","16900000","0.41,1.00,0.82,0.65,0.82,0.53,0.53,0.24,0.29,0.41,0.24,0.24","1512463108"
"www.aplicativos","61","0","90","74.31","0.39","https://www.zendesk.com.br/apps/","0.00","0.00","0.74","14800000","0.65,1.00,0.65,0.53,0.82,0.65,0.41,0.29,0.41,0.29,0.53,0.29","1512489986"
"groupoj","35","26","40","89.57","0.13","https://www.zendesk.com.br/customer/groupon/","0.00","0.00","0.12","55000000","1.00,0.43,0.71,0.71,0.71,0.43,0.57,0.57,0.43,0.57,0.71,0.57","1513007722"
"seja bem vindo ao facebook","59","30","14800","78.65","0.06","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.01","2050000","1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.82,0.82,0.82,0.82,0.82","1513593639"
"facebook chat novo","30","30","20","87.62","0.00","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.40","4650000","0.09,0.09,0.09,1.00,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09","1511787261"
"nextel atendimento ao cliente telefone","83","58","30","78.28","1.46","https://www.zendesk.com.br/contact/","0.00","0.00","0.11","350000","0.18,0.18,0.27,0.36,1.00,0.27,0.27,0.18,0.09,0.09,0.27,0.27","1513091564"
"aplicativo p celular","29","36","40","84.75","0.52","https://www.zendesk.com.br/product/mobile/","0.00","0.00","0.75","11600000","1.00,1.00,0.80,0.80,0.80,0.60,0.80,0.60,0.80,0.80,0.60,0.80","1512842928"
"job jab","27","55","170","67.71","0.00","https://www.zendesk.com.br/customer/jibjab-metaverse/","0.00","0.00","0.02","1410000","0.02,0.02,0.01,0.02,0.01,0.01,0.02,0.04,1.00,0.02,0.00,0.04","1513357219"
"web móveis","88","86","70","78.34","0.19","https://www.zendesk.com.br/embeddables/","0.00","0.00","0.49","13700000","0.56,0.78,1.00,1.00,0.56,0.44,0.56,0.56,0.56,1.00,0.78,0.56","1512512751"
"bem vundo ao facebook","61","75","720","85.39","0.00","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.00","0","0.36,0.24,1.00,0.24,0.44,0.15,0.15,0.07,0.03,0.03,0.07,0.07","1510503579"
"qual melhor chat","88","96","20","69.62","0.00","https://www.zendesk.com.br/chat/compare/","0.00","0.00","0.22","1470000","0.67,0.67,0.33,0.33,0.33,0.67,0.67,0.67,0.67,0.33,1.00,0.33","1511708379"
"www.chat.com.br","52","72","70","68.86","0.65","https://www.zendesk.com.br/chat/","0.00","0.00","0.63","41700000","1.00,0.50,0.36,0.64,0.64,0.36,0.36,0.36,0.36,0.36,0.50,0.14","1512428961"
"suporte ti","65","66","480","57.74","8.04","https://www.zendesk.com.br/internal-help-desk/it-help-desk-software/","0.00","0.00","0.76","8520000","0.67,0.82,0.82,0.67,0.67,0.44,0.67,0.67,1.00,0.82,0.82,0.82","1511616521"
"what is a helpdesk","33","0","70","51.51","0.00","https://www.zendesk.com.br/help-desk-software/features/hosted-help-desk/","0.00","0.00","0.00","97600000","0.14,0.14,0.14,1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.29","1511282768"
"slack software","73","0","70","69.30","0.00","https://www.zendesk.com.br/customer/slack/","0.00","0.00","0.04","46800000","0.78,0.78,0.22,0.78,1.00,0.11,1.00,0.44,0.78,0.78,0.33,0.22","1511332776"
"mensagens de relacionamentos","57","55","50","82.10","0.00","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.09","1520000","0.71,0.71,1.00,0.71,1.00,0.57,0.57,0.57,0.71,0.43,0.71,0.71","1512583592"
"mensagem inbox facebook","39","51","90","79.91","0.00","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.00","3730000","0.82,0.36,0.08,0.16,0.36,0.30,0.55,0.44,1.00,0.16,0.16,0.19","1513602514"
"track issue tracker","16","0","70","48.21","0.00","https://www.zendesk.com.br/support/features/best-issue-tracking-software/","0.00","0.00","0.00","6700000","1.00,0.25,0.25,1.00,0.25,0.50,0.25,0.25,0.25,0.25,0.25,0.25","1511325530"
"track issue tracker","15","5","70","48.21","0.00","https://www.zendesk.com.br/help-desk-software/features/issue-tracking-software/","0.00","0.00","0.00","6700000","1.00,0.25,0.25,1.00,0.25,0.50,0.25,0.25,0.25,0.25,0.25,0.25","1511325530"
"suporte telefone","93","0","50","76.29","0.55","https://www.zendesk.com.br/contact/","0.00","0.00","0.20","21000000","0.71,0.71,0.71,0.57,0.71,1.00,0.57,0.57,0.71,0.57,0.57,0.71","1512560984"
"mensagem ao cliente","20","71","40","70.55","0.00","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.04","4470000","0.18,0.27,1.00,0.27,0.27,0.45,0.18,0.18,0.27,0.27,0.27,0.18","1512971542"
"academia virtual totvs","64","0","70","68.67","3.61","https://www.zendesk.com.br/","0.00","0.00","0.06","72000","1.00,1.00,0.44,1.00,0.11,0.22,0.78,0.22,0.44,0.44,1.00,0.22","1511163970"
"perguntas para entrevistar um candidato a emprego","63","0","90","74.30","0.00","https://www.zendesk.com.br/resources/10-perguntas-para-a-contratacao-de-excelentes-representantes-de-atendimento-ao-cliente/","0.00","0.00","0.09","1200000","0.78,0.56,0.22,0.56,1.00,1.00,1.00,0.33,0.56,0.56,0.33,0.11","1513582455"
"telefone de contato da nextel","98","43","50","77.51","1.07","https://www.zendesk.com.br/contact/","0.00","0.00","0.28","600000","0.40,0.80,1.00,0.80,1.00,0.80,1.00,1.00,0.80,1.00,1.00,1.00","1512598067"
"johne lewis","47","38","90","70.02","0.00","https://www.zendesk.com.br/customer/john-lewis/","0.00","0.00","0.00","31000000","1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.56","1509731593"
"www.bemvindo ao facebook","66","45","50","74.16","0.00","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.03","32800000","0.10,1.00,0.14,0.10,0.19,0.10,0.10,0.43,0.33,0.14,0.19,0.05","1512987297"
"groupan","35","27","390","89.69","0.09","https://www.zendesk.com.br/customer/groupon/","0.00","0.00","0.14","55800000","0.81,0.81,0.81,0.67,0.67,0.81,1.00,0.81,0.81,0.81,0.67,0.67","1511786748"
"desk to desk","63","0","90","62.45","0.00","https://www.zendesk.com.br/small-business/","0.00","0.00","0.00","652000000","0.11,0.11,0.11,0.22,0.78,0.11,0.11,1.00,0.56,0.11,0.22,0.56","1511186258"
"email entrar login entrar","29","47","170","67.08","0.94","https://www.zendesk.com.br/login/","0.00","0.00","0.03","15800000","0.30,0.05,0.82,0.03,0.82,0.55,0.55,0.55,0.24,0.16,0.16,1.00","1513345161"
"facebook software","88","47","40","81.70","2.21","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.17","431000000","0.57,0.57,0.43,0.43,1.00,0.71,0.57,0.14,0.71,0.43,0.57,0.57","1512972870"
"programa help desk","13","10","20","61.69","67.00","https://www.zendesk.com.br/","0.00","0.00","0.97","2560000","0.33,0.67,0.67,0.67,0.67,0.33,0.33,0.67,0.33,1.00,0.33,0.67","1511773954"
"virtual call center solutions","14","0","90","29.10","0.00","https://www.zendesk.com.br/talk/features/virtual-call-center/","0.00","0.00","0.00","1450000","0.14,0.14,0.14,0.14,0.14,1.00,1.00,0.43,0.14,0.14,0.43,0.14","1513540241"
"free live chat widget","86","0","90","35.80","0.00","https://www.zendesk.com.br/chat/features/live-chat-website/","0.00","0.00","0.00","6550000","0.14,0.14,0.14,0.14,0.14,0.14,0.14,1.00,0.14,0.14,0.14,0.14","1509746773"
"chat inteligente","88","0","70","58.89","0.61","https://www.zendesk.com.br/answer-bot/","0.00","0.00","0.10","546000","0.08,0.05,0.10,0.67,1.00,0.08,0.06,0.24,0.36,0.36,0.55,0.16","1511216737"
"www trivago com español","39","0","90","63.09","0.00","https://www.zendesk.com.br/customer/trivago/","0.00","0.00","0.00","0","0.25,0.25,1.00,0.25,0.25,0.25,0.50,0.25,0.25,0.25,0.25,0.25","1513556019"
"bem vindo facebook entrar","59","62","1600","77.13","0.09","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.02","27000000","0.67,1.00,0.79,0.79,0.79,0.79,0.79,0.67,0.42,0.67,0.79,0.54","1511604443"
"skyscanneer","10","0","30","84.04","0.00","https://www.zendesk.com.br/customer/skyscanner/","0.00","0.00","0.00","0","0.50,0.50,0.50,0.25,0.75,0.50,0.75,0.75,1.00,0.50,1.00,1.00","1511723430"
"emaisl","94","88","480","82.75","0.78","https://www.zendesk.com.br/inbox/","0.00","0.00","0.11","1965032000","0.81,1.00,0.81,0.81,1.00,0.81,0.66,0.66,1.00,0.81,1.00,1.00","1513257332"
"portal empresa simples","95","87","210","78.82","2.21","https://www.zendesk.com.br/guide/features/customer-portal-software/","0.00","0.00","0.07","14800000","0.19,0.19,0.44,0.19,0.16,0.30,0.16,0.67,1.00,1.00,0.82,0.44","1513350014"
"building a knowledge base","57","96","90","47.29","0.00","https://www.zendesk.com.br/guide/features/knowledge-base-software/free-knowledge-base-software/","0.00","0.00","0.14","112000000","0.11,0.11,0.11,0.11,0.11,0.11,0.22,0.11,0.11,0.11,1.00,0.11","1510568160"
"criar um robo virtual","55","0","90","67.53","0.00","https://www.zendesk.com.br/answer-bot/","0.00","0.00","0.03","5780000","1.00,0.11,0.44,0.11,0.78,0.78,0.78,0.33,0.11,0.11,0.33,0.56","1511210057"
"gruponn","28","29","260","88.70","0.09","https://www.zendesk.com.br/customer/groupon/","0.00","0.00","0.14","54700000","1.00,0.81,0.81,0.81,1.00,0.81,1.00,0.66,0.81,0.81,0.81,0.81","1508846379"
"nextel telefone contato","55","37","170","74.82","0.97","https://www.zendesk.com.br/contact/","0.00","0.00","0.21","562000","0.35,0.42,0.42,0.42,0.27,0.54,1.00,0.81,0.81,0.54,0.65,1.00","1512522432"
"mensagens p facebook","53","79","880","86.58","0.03","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.09","15200000","1.00,1.00,0.77,0.77,0.77,0.68,0.45,0.30,0.30,0.37,0.55,0.68","1511127722"
"mensagem de satisfação","45","58","880","78.28","2.24","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.06","743000","0.24,0.15,0.67,0.15,0.29,1.00,0.19,0.44,0.29,0.29,0.54,1.00","1511597431"
"compare precos","39","51","880","73.27","0.78","https://www.zendesk.com.br/talk/compare/","0.00","0.00","0.53","941000","0.88,0.88,0.72,0.72,1.00,0.88,0.88,0.72,0.88,0.72,0.72,0.72","1511200736"
"prezi demo video","51","0","90","61.51","0.00","https://www.zendesk.com.br/customer/prezi/","0.00","0.00","0.00","378000","0.33,0.33,0.33,0.33,0.33,0.33,0.33,1.00,0.33,0.33,0.33,0.33","1513564216"
"syscanner","15","9","110","80.37","0.26","https://www.zendesk.com.br/customer/skyscanner/","0.00","0.00","0.06","0","0.02,0.67,0.16,0.67,0.16,1.00,0.44,0.19,0.30,0.30,0.30,0.44","1513414474"
"oque e call center","44","0","40","63.96","0.00","https://www.zendesk.com.br/talk/features/virtual-call-center/","0.00","0.00","0.20","5440000","0.40,0.40,0.40,0.80,0.60,0.80,1.00,0.80,0.80,0.80,1.00,0.40","1509353126"
"o chat","9","10","30","75.49","0.32","https://www.zendesk.com.br/chat/","0.00","0.00","0.47","227000000","0.40,0.40,0.20,0.20,1.00,0.60,0.60,1.00,0.60,0.60,0.60,1.00","1513110887"
"grupond","39","30","90","90.03","0.09","https://www.zendesk.com.br/customer/groupon/","0.00","0.00","0.14","55400000","1.00,0.64,0.82,1.00,1.00,0.64,0.82,0.64,0.64,0.64,0.82,0.82","1512435516"
"groupon com groupon","50","0","90","89.12","0.03","https://www.zendesk.com.br/customer/groupon/","0.00","0.00","0.14","31300000","0.43,1.00,0.29,1.00,1.00,0.14,0.57,0.14,0.43,0.43,0.43,0.14","1513469446"
"ben vindo ao fecebook","68","0","110","82.40","0.00","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.02","26200000","1.00,0.03,0.07,0.03,0.07,0.06,0.04,0.12,0.03,0.03,0.10,0.12","1513509102"
"rackspace cloud","74","54","70","59.01","3.55","https://www.zendesk.com.br/why-zendesk/customer/rackspace-cloud/","0.00","0.00","0.84","495000","0.78,1.00,0.78,0.78,0.78,0.56,0.56,0.56,1.00,0.78,0.78,0.56","1512513280"
"bem vido fecebook","64","66","170","81.45","0.00","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.01","25200000","0.29,0.15,0.67,0.15,1.00,1.00,0.24,0.54,0.07,0.36,0.06,0.03","1513361601"
"lonely da","39","52","20","79.24","0.00","https://www.zendesk.com.br/customer/lonely-planet/","0.00","0.00","0.00","11200000","0.67,0.67,1.00,0.33,0.67,0.67,0.33,0.33,0.67,0.33,0.33,0.33","1511390862"
"office outlook","43","52","320","77.15","1.82","https://www.zendesk.com.br/outlook/","0.00","0.00","0.08","253000000","0.67,0.67,0.67,0.54,0.54,0.54,0.67,0.67,1.00,1.00,0.81,0.81","1513202283"
"pesquisa mensagens","78","0","40","82.57","1.72","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.49","3550000","0.29,0.29,0.43,0.57,0.43,0.43,0.29,0.43,1.00,0.71,1.00,0.71","1509343029"
"chat brasileiro online","54","31","40","59.75","1.33","https://www.zendesk.com.br/chat/","0.00","0.00","0.91","1850000","0.33,0.11,1.00,0.33,0.33,0.22,0.78,0.56,0.33,0.44,0.33,0.44","1513024256"
"portal de conhecimento","100","98","90","66.92","0.00","https://www.zendesk.com.br/guide/features/customer-portal-software/","0.00","0.00","0.00","23100000","0.27,0.04,0.19,0.04,0.35,0.12,1.00,0.42,0.19,0.19,0.27,0.04","1513578493"
"scyscannner","13","8","90","81.90","4.43","https://www.zendesk.com.br/customer/skyscanner/","0.00","0.00","0.50","0","0.14,1.00,0.29,0.14,0.14,0.14,0.14,0.14,0.14,0.43,0.43,0.14","1513429026"
"chat online celular","36","52","20","70.03","0.71","https://www.zendesk.com.br/chat/","0.00","0.00","0.46","3770000","0.20,0.20,0.20,0.20,0.40,1.00,0.60,0.20,0.60,0.40,0.40,0.40","1511395111"
"saw atendimento","67","0","110","58.22","0.00","https://www.zendesk.com.br/customer/slack/","0.00","0.00","0.00","452000","0.67,0.43,0.24,0.67,0.24,0.33,0.43,0.67,0.67,0.52,0.43,1.00","1512493444"
"skyacanner","7","0","70","79.50","0.03","https://www.zendesk.com.br/customer/skyscanner/","0.00","0.00","0.11","0","0.04,0.03,0.67,0.29,0.15,0.06,0.24,1.00,0.15,0.15,0.82,0.44","1511297990"
"chat online php","35","0","40","64.32","8.60","https://www.zendesk.com.br/chat/features/live-chat-php/","0.00","0.00","0.13","38000000","1.00,0.80,0.60,1.00,0.60,0.40,0.40,0.60,1.00,0.60,1.00,0.80","1512969952"
"bem vimdo au facebook","76","63","110","85.83","0.00","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.00","26800000","0.54,1.00,0.04,0.10,0.01,0.06,0.07,0.01,0.10,0.10,0.12,0.10","1513500281"
"criar portal","22","19","40","75.11","4.30","https://www.zendesk.com.br/guide/features/customer-portal-software/","0.00","0.00","0.96","17800000","0.80,1.00,0.80,0.80,0.80,0.40,0.80,0.80,0.80,0.80,0.80,0.60","1509343044"
"megento","49","52","30","63.47","6.19","https://www.zendesk.com.br/chat/features/magento-live-chat/","0.00","0.00","0.89","66700000","1.00,1.00,0.50,0.75,1.00,0.50,1.00,0.75,1.00,0.75,0.75,0.75","1513105588"
"disponivel chat","94","94","590","74.13","0.09","https://www.zendesk.com.br/product/zendesk-security/","0.00","0.00","0.06","346000","0.82,0.16,0.36,0.16,0.30,1.00,1.00,0.44,0.30,0.30,0.19,0.19","1511372533"
"criar chat gratis","22","29","30","70.17","1.07","https://www.zendesk.com.br/chat/features/","0.00","0.00","0.57","704000","0.29,0.43,0.29,0.43,0.29,0.29,1.00,0.43,0.43,0.43,0.43,0.43","1513091660"
"gruopun","36","30","20","89.69","0.16","https://www.zendesk.com.br/customer/groupon/","0.00","0.00","0.13","55000000","0.33,0.67,0.67,0.67,1.00,0.67,1.00,0.67,0.33,0.67,0.33,0.67","1511699879"
"foursqare","50","0","50","81.06","0.00","https://www.zendesk.com.br/customer/foursquare/","0.00","0.00","0.01","1400000000","1.00,0.64,0.64,0.45,0.36,0.45,0.36,0.36,0.27,0.36,0.36,0.27","1512513274"
"popular chat","41","47","480","67.62","0.29","https://www.zendesk.com.br/company/press/zendesk-adds-live-chat-in-popular-help-desk-software/","0.00","0.00","0.01","136000000","0.67,0.82,0.67,0.44,0.44,0.54,0.82,0.54,0.82,1.00,0.82,0.67","1513204651"
"modelos de tickets","63","63","70","66.49","1.92","https://www.zendesk.com.br/product/tech-specs/","0.00","0.00","0.17","569000","0.16,0.28,0.12,0.28,0.03,0.06,0.22,0.06,1.00,0.12,0.16,0.06","1511253167"
"help desk free","18","0","170","59.77","21.05","https://www.zendesk.com.br/help-desk-software/features/free-help-desk-software/","0.00","0.00","0.91","179000000","0.81,1.00,1.00,1.00,0.67,0.52,0.67,0.67,0.81,0.81,0.81,0.81","1512392740"
"facebook messenger entrar","78","67","140","90.23","0.06","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.02","1300000","0.54,0.54,1.00,1.00,0.81,0.35,0.27,0.27,0.27,0.35,0.42,0.54","1511413378"
"export zendesk","78","0","90","52.91","0.00","https://www.zendesk.com.br/why-zendesk/customer/sony-music/","0.00","0.00","0.00","390000","0.11,0.11,0.33,0.78,1.00,0.11,0.11,0.11,0.11,0.11,0.78,0.11","1510511187"
"eemail","91","84","480","82.01","0.35","https://www.zendesk.com.br/inbox/","0.00","0.00","0.18","1955032000","0.66,0.81,0.81,0.66,0.81,0.66,0.66,0.66,0.81,0.81,1.00,1.00","1513211961"
"bem vindo ao fece book","65","56","90","83.68","0.00","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.03","1790000","0.54,0.27,0.19,0.27,0.27,0.27,0.65,1.00,0.27,0.12,0.35,0.27","1512473969"
"intranet portal","61","0","170","70.69","6.19","https://www.zendesk.com.br/guide/features/customer-portal-software/intranet-portal-software/","0.00","0.00","0.29","28100000","0.81,1.00,0.81,0.81,1.00,0.52,0.67,0.67,0.81,0.52,0.67,0.52","1512409372"
"sistema voip gratuito","63","58","30","69.16","4.10","https://www.zendesk.com.br/talk/","0.00","0.00","0.96","425000","0.75,1.00,0.50,0.75,0.50,0.50,0.50,1.00,0.75,0.75,0.75,0.75","1513098402"
"gruupon","53","30","210","90.03","0.13","https://www.zendesk.com.br/customer/groupon/","0.00","0.00","0.15","55500000","1.00,1.00,1.00,1.00,0.81,0.81,1.00,1.00,1.00,0.81,1.00,0.81","1512502132"
"incident management","13","0","50","46.57","0.00","https://www.zendesk.com.br/support/features/incident-management-tools/","0.00","0.00","0.01","4350000","1.00,1.00,0.71,1.00,0.71,0.43,0.57,0.43,0.57,0.43,1.00,0.71","1512532465"
"groupon online","55","79","30","89.40","0.26","https://www.zendesk.com.br/customer/groupon/","0.00","0.00","0.30","54100000","0.50,0.50,0.25,0.25,0.50,0.25,0.75,0.75,1.00,1.00,0.75,0.50","1513150039"
"vamos holidays","44","0","70","40.03","0.00","https://www.zendesk.com.br/customer/tourico-holidays/","0.00","0.00","0.00","591000","0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,1.00,0.14,0.14","1511370161"
"modcloth store","48","69","90","62.43","0.03","https://www.zendesk.com.br/customer/modcloth/","0.00","0.00","0.01","29800000","0.44,0.78,0.33,0.78,1.00,0.11,0.56,0.11,0.33,0.33,0.44,0.11","1513472490"
"loney planet","28","14","30","81.31","1.07","https://www.zendesk.com.br/customer/lonely-planet/","0.00","0.00","0.18","37900000","1.00,1.00,1.00,0.67,0.67,0.67,0.67,1.00,0.67,0.67,0.67,0.67","1513185560"
"web chat portugues","20","0","30","64.90","0.00","https://www.zendesk.com.br/chat/","0.00","0.00","0.35","7390000","0.14,0.14,0.29,0.57,1.00,0.71,0.57,0.57,0.29,0.14,0.14,0.14","1513151215"
"tempo messenger","62","0","90","91.80","0.00","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.00","29600000","0.33,0.11,0.44,0.11,0.78,0.33,0.22,0.11,0.11,0.11,1.00,0.11","1513533141"
"john lewisw","57","74","90","64.37","0.00","https://www.zendesk.com.br/customer/john-lewis/","0.00","0.00","0.00","458000000","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00","1509736466"
"eamil","78","0","880","85.10","0.87","https://www.zendesk.com.br/inbox/","0.00","0.00","0.12","2510000000","0.82,1.00,1.00,1.00,1.00,0.82,0.67,0.67,1.00,0.82,1.00,1.00","1510498437"
"software open source","100","0","170","72.48","0.00","https://www.zendesk.com.br/help-desk-software/features/open-source-help-desk/","0.00","0.00","0.23","291000000","0.44,0.53,0.66,0.53,0.53,0.28,0.34,0.44,1.00,0.66,0.81,0.53","1508893120"
"facebook bot","72","0","260","62.92","6.06","https://www.zendesk.com.br/message/features/facebook-messenger-bot/","0.00","0.00","0.04","96400000","1.00,0.82,0.36,0.82,0.82,0.12,0.12,0.30,0.44,0.44,0.44,0.12","1513282186"
"outolook 365","37","29","110","59.97","2.60","https://www.zendesk.com.br/outlook/","0.00","0.00","0.06","78400000","0.30,0.30,0.67,0.30,1.00,0.19,0.24,1.00,0.67,0.67,0.55,0.67","1513578852"
