	keyword	Position	volume	difficulty	CPC	Competition	Backlinks	Domains	length_title	length_description	length_headline	Size	word_count	text_ratio	Inlinks	Outlinks	external_outlinks	url_score	url_trust	avg_backlink_score	avg_backlink_trust	competitor	type
7158	gerenciador de email google	98	50	86.31	1.23	0.14	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7159	canal século 21	61	70	75.6	0.03	0.11	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7160	o que significa gestão	57	390	78.58	2.31	0.09	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7161	contratar telemarketing	85	90	63.86	0.61	0.55	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7162	oque é crm	49	170	64.59	8.63	0.33	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7163	sinonimo de definir	75	720	76.28	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7164	numero atendimento ao cliente claro	95	30	81.53	1.85	0.26	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7165	proatividae	39	70	78.47	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7166	frases de comunicação	98	590	62.36	2.15	0.02	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7167	nível de serviço	18	140	71.42	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7168	teste apaixonada	76	70	79.61	0.0	0.01	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7169	pastor online chat	36	210	73.12	0.16	0.24	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7170	tipos de blog	86	590	58.61	3.38	0.02	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7171	estratégias marketing	36	20	67.97	0.0	0.12	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7172	qual é o significado da	80	480	78.51	0.0	0.01	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7173	tempo assist telefone	60	90	69.69	0.0	0.01	3.0	2.0	18.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	3.0	4.0	60.72137742892103	62.16415285889706	neoassist	second_page
7174	frases de razão	91	720	75.21	0.0	0.01	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7175	sinonimo para possuir	90	30	81.39	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7176	significado extenso	82	90	79.18	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7177	frases corretas	92	590	74.22	0.0	0.01	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7178	frases maneira	89	390	73.72	0.0	0.01	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7179	o que faz um operador de loja	86	260	75.86	0.03	0.03	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7180	sistema help desk	96	110	37.47	69.48	0.99	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7181	interagir sinonimo	88	480	76.73	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7182	o que é pró ativo	71	320	86.27	5.86	0.04	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7183	jogo de criar sua familia	77	260	91.96	0.74	0.09	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7184	manual de atendimento telefonico	42	170	54.16	0.0	0.06	0.0	0.0	18.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7185	atende bem	62	880	81.86	0.03	0.23	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7186	explicar sinonimo	54	1300	82.08	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7187	pesquisa sobre atendimento ao cliente	19	40	60.34	1.04	0.58	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7188	sistema crm o que é	83	30	61.19	19.52	0.66	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7189	claro telefone para atendimento	94	40	81.25	1.1	0.45	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7190	empresa contact center	37	50	47.37	3.35	0.74	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7191	o que significa call	36	210	82.83	0.0	0.01	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7192	como atender clientes	19	50	58.99	0.03	0.11	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7193	como atender clientes	18	50	58.99	0.03	0.11	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7194	nextel telefone de atendimento ao cliente	62	30	77.5	1.62	0.26	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7195	significado de num	93	30	81.63	0.0	0.04	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7196	o que é atendimento receptivo	78	90	77.93	0.0	0.03	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7197	video atendimento ao cliente	31	140	73.22	0.0	0.03	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7198	oq significa neo	30	90	86.51	0.0	0.01	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7199	frases de uma	48	50	70.89	0.03	0.14	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7200	frases clientes	27	70	54.46	0.0	0.05	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7201	protocolo de atendimento	97	320	71.56	0.84	0.12	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7202	significado da palavra deferimento	86	70	81.15	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7203	se um dia precisar to junto com você	87	90	83.84	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7204	pesquisa sobre relacionamento	27	40	82.52	2.8	0.26	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7205	dinamica para atendimento ao cliente	29	70	69.75	7.95	0.31	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7206	fidelização de clientes conceito	78	70	73.23	9.12	0.24	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7207	chaves sincero	77	170	83.18	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7208	a inteligencia emocional	87	70	78.73	0.74	0.38	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7209	e isso mesmo	74	90	91.28	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7210	processo de atendimento ao cliente	37	40	58.15	0.0	0.07	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7211	proatividade ou pró-atividade	42	1000	77.16	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7212	oq significa qualidade	14	90	79.57	1.79	0.05	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7213	oq e razao	44	90	84.03	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7214	sac veja	43	210	78.84	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7215	como conseguir novos clientes	71	70	74.52	1.95	0.36	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7216	empresa tempo assist	89	90	74.68	0.0	0.06	3.0	2.0	18.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	3.0	4.0	60.72137742892103	62.16415285889706	neoassist	second_page
7217	o que significa fato	56	480	85.55	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7218	ouvidoria ponto frio telefone	53	90	80.01	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7219	significado da palavra filo	100	30	79.17	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7220	significado consumidor	37	90	86.94	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7221	www viajanet com br atendimento	56	720	81.12	0.55	0.25	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7222	evolução da world wide web	98	90	68.8	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7223	telefonia voip o que é	23	70	60.84	3.91	0.54	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7224	expectativa do cliente	87	50	63.33	0.0	0.03	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7225	frases de solução	55	390	72.34	0.91	0.01	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7226	testes com selenium	74	90	55.15	0.0	0.12	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7227	melhoras para você	81	70	75.97	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7228	sac novo mundo	33	140	70.5	0.0	0.06	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7229	blogs relacionamentos	27	50	67.32	2.08	0.25	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7230	a história da internet como tudo começou	91	90	78.68	0.0	0.05	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7231	teste automatizado selenium	58	90	57.09	0.0	0.17	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7232	mineração de dados conceito	95	70	76.42	2.7	0.18	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7233	falar com atendimento claro	63	90	82.63	1.04	0.36	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7234	frases cliente satisfeito	19	90	58.48	0.0	0.02	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7235	arezzo plataforma	77	320	83.58	0.19	0.61	3.0	2.0	18.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	3.0	4.0	60.72137742892103	62.16415285889706	neoassist	second_page
7236	script significado	70	170	85.04	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7237	sinonimos empresa	52	70	69.7	0.0	0.01	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7238	significado da palavra deferir	57	90	84.73	0.39	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7239	frases de satisfacao	33	140	75.26	0.0	0.05	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7240	a evolução	39	390	89.93	3.03	0.07	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7241	humanização nas empresas	22	90	72.46	0.0	0.02	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7242	viajanet logo	98	70	75.12	0.0	0.13	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7243	nexus investimentos	50	70	64.86	3.81	0.13	4.0	4.0	5.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	1.0	3.0	60.72137742892103	62.16415285889706	neoassist	second_page
7244	sinonimo de escutar	65	880	74.68	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
7245	atendimento recepção	28	30	75.69	0.0	0.07	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	neoassist	second_page
