	keyword	Position	volume	difficulty	CPC	Url	Competition	title	Backlinks	Domains	length_title	length_description	length_headline	Size	word_count	text_ratio	Inlinks	Outlinks	external_outlinks	url_score	url_trust	avg_backlink_score	avg_backlink_trust	competitor	type
1653	projeto de pesquisa sobre atendimento ao cliente	35	90	78.06	0.0	https://blog.octadesk.com/metodologia-qualidade-no-atendimento-ao-cliente/	0.36				69.0	141.0	8.0	73493.0	1669.0	14.798689000000001	17.0	64.0	5.0					octadesk	second_page
1654	sistema cliente	13	70	49.39	0.0	https://www.octadesk.com/atendimento-ao-cliente	0.1				54.0	83.0	57.0	50365.0	1096.0	14.643105499999999	114.0	26.0	5.0					octadesk	second_page
1655	sistema cliente	12	70	49.39	0.0	https://blog.octadesk.com/sistema-de-atendimento-ao-cliente/	0.1				68.0	150.0	8.0	73471.0	1974.0	17.695417000000003	31.0	62.0	5.0					octadesk	second_page
1656	avaliação de atendimento ao cliente	68	70	58.35	1.89	https://blog.octadesk.com/qualidade-no-atendimento-ao-cliente/	0.23				63.0	151.0	8.0	94029.0	4469.0	30.293846000000002	13.0	64.0	5.0					octadesk	second_page
1657	o que significa atendimento ao cliente	56	30	71.2	0.97	https://blog.octadesk.com/caracteristicas-de-um-profissional-de-atendimento-ao-cliente/	0.17				66.0	147.0	8.0	60451.0	920.0	9.864187	7.0	57.0	5.0					octadesk	second_page
1658	para chat	44	20	64.67	0.0	https://blog.octadesk.com/tag/chat-para-site/	0.17																	octadesk	second_page
1659	decepsionar	84	210	76.68	0.0	https://blog.octadesk.com/se-voce-decepcionar-o-seu-cliente-vai-perde-lo-sim/	0.0				52.0	147.0	8.0	61508.0	799.0	8.402159	10.0	60.0	7.0					octadesk	second_page
1660	sistema de help desk gratuito	33	30	53.89	0.0	https://www.octadesk.com/	0.96	Help Desk e sistema de atendimento ao cliente Octadesk	20.0	13.0	54.0	121.0	105.0	30577.0	434.0	9.428656	393.0	2.0	5.0	10.0	10.0	24.545454545454547	34.18181818181818	octadesk	second_page
1685	historia real de terror	64	40	74.93	0.0	https://blog.octadesk.com/historia-de-terror-de-atendimento-ao-cliente-verdadeira-parte-1/	0.03																	octadesk	second_page
1686	conceito de atendimento ao cliente	33	90	64.34	0.0	https://blog.octadesk.com/nocoes-de-atendimento-equipe/	0.07				59.0	137.0	8.0	72732.0	1696.0	14.864158999999999	19.0	65.0	5.0					octadesk	second_page
1687	apareça	97	2900	79.86	0.0	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.0																	octadesk	second_page
1688	caracteristicas de um bom funcionario	27	260	76.47	0.0	https://blog.octadesk.com/caracteristicas-de-um-profissional-de-atendimento-ao-cliente/	0.0				66.0	147.0	8.0	60451.0	920.0	9.864187	7.0	57.0	5.0					octadesk	second_page
1689	reclame aqui aqui	27	20	72.09	6.15	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.04																	octadesk	second_page
1690	atendimento online para site	57	70	48.39	1.89	https://blog.octadesk.com/chat-octadesk-canal-de-atendimento-online/	0.92				51.0	151.0	8.0	60813.0	937.0	9.881111	9.0	57.0	5.0					octadesk	second_page
1691	tempo no seu site	50	30	69.27	0.13	https://www.octadesk.com/chat-para-site	0.16																	octadesk	second_page
1692	empresas de atendimento ao cliente	18	20	59.37	1.69	https://blog.octadesk.com/dez-dicas-de-atendimento-ao-cliente-para-pequenas-empresas/	0.52				57.0	146.0	8.0	71415.0	1624.0	14.585172	25.0	60.0	5.0					octadesk	second_page
1693	planilha cadastro de clientes excel gratis	35	110	68.98	1.62	https://blog.octadesk.com/planilha-de-cadastro-de-clientes/	0.47																	octadesk	second_page
1694	reclame aqio	38	140	78.88	0.32	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.02																	octadesk	second_page
1695	www.helpdesk	86	40	27.32	17.1	https://www.octadesk.com/funcionalidades/atendimento-ao-cliente	0.58				85.0	120.0	55.0	33328.0	463.0	9.466515	249.0	2.0	5.0					octadesk	second_page
1696	exemplo de bom atendimento ao cliente	37	70	55.86	2.28	https://blog.octadesk.com/7-dicas-bom-atendimento-ao-cliente/	0.25				70.0	138.0	8.0	74110.0	2183.0	18.704628	9.0	60.0	8.0					octadesk	second_page
1697	checklist supermercado	97	40	60.5	0.0	https://blog.octadesk.com/checklist-agilidade-qualidade-no-atendimento-ao-cliente/	0.03				59.0	146.0	8.0	60646.0	833.0	9.001418	6.0	61.0	5.0					octadesk	second_page
1698	sebrae atendimento ao cliente	34	70	73.87	1.36	https://blog.octadesk.com/sebrae-oferece-curso-gratuito-sobre-atendimento-ao-cliente/	0.13																	octadesk	second_page
1699	historia terror reais	48	90	65.65	0.0	http://blog.octadesk.com/historia-de-terror-de-atendimento-ao-cliente-verdadeira-parte-1/	0.03																	octadesk	second_page
1700	para site	45	30	68.79	3.06	https://www.octadesk.com/chat-para-site	0.06																	octadesk	second_page
1701	como fazer um bom atendimento ao cliente	14	140	60.74	0.45	https://blog.octadesk.com/7-dicas-bom-atendimento-ao-cliente/	0.19				70.0	138.0	8.0	74110.0	2183.0	18.704628	9.0	60.0	8.0					octadesk	second_page
1702	software para help desk	94	40	54.01	58.66	https://www.octadesk.com/termo-de-uso	0.94																	octadesk	second_page
1703	melhora ou melhoria	51	320	85.53	0.0	https://blog.octadesk.com/gestao-de-processos-no-atendimento/	0.0				67.0	151.0	8.0	74036.0	2543.0	22.54984	28.0	52.0	5.0					octadesk	second_page
1704	definição de atendimento ao cliente	71	50	65.58	0.0	http://blog.octadesk.com/nocoes-de-atendimento-equipe/	0.05																	octadesk	second_page
1705	fresdesk	60	90	60.99	20.98	https://www.octadesk.com/concorrentes/freshdesk	0.54																	octadesk	second_page
1706	supervisor de atendimento	91	390	83.22	0.32	https://blog.octadesk.com/gestao-de-processos-no-atendimento/	0.19				67.0	151.0	8.0	74036.0	2543.0	22.54984	28.0	52.0	5.0					octadesk	second_page
1707	zendesk sla	25	70	59.77	18.25	https://www.octadesk.com/concorrentes/zendesk	0.29																	octadesk	second_page
1708	qualidade no atendimento ao publico	35	90	62.04	0.65	https://blog.octadesk.com/gestao-de-pessoas-atendimento-ao-cliente/	0.08				63.0	150.0	8.0	72486.0	2054.0	18.039345	41.0	63.0	5.0					octadesk	second_page
1709	zendesk help desk	67	70	62.67	0.0	https://www.octadesk.com/concorrentes/zendesk	0.86																	octadesk	second_page
1710	modelo de processos	53	90	74.0	0.0	https://blog.octadesk.com/gestao-de-processos-no-atendimento/	0.14				67.0	151.0	8.0	74036.0	2543.0	22.54984	28.0	52.0	5.0					octadesk	second_page
1711	rreclame aqui	41	90	71.88	0.58	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.05																	octadesk	second_page
1712	tudo sobre atendimento	23	90	61.39	5.63	https://blog.octadesk.com/	0.13				67.0	49.0	8.0	65032.0	933.0	8.955591	330.0	75.0	5.0					octadesk	second_page
1713	planilha de clientes	44	260	67.37	1.66	https://blog.octadesk.com/planilha-de-cadastro-de-clientes/	0.38																	octadesk	second_page
1714	site de chat gratis	69	30	62.94	1.53	https://www.octadesk.com/chat-para-site	0.92																	octadesk	second_page
1715	treinamento para atendimento ao cliente	46	70	57.14	2.11	https://blog.octadesk.com/qualidade-no-atendimento-ao-cliente/	0.41				63.0	151.0	8.0	94029.0	4469.0	30.293846000000002	13.0	64.0	5.0					octadesk	second_page
1716	o que é atendimento ao cliente	35	390	70.32	1.14	https://blog.octadesk.com/qualidade-no-atendimento-ao-cliente/	0.26				63.0	151.0	8.0	94029.0	4469.0	30.293846000000002	13.0	64.0	5.0					octadesk	second_page
1717	caracteristicas de um profissional de sucesso	84	90	65.78	0.0	https://blog.octadesk.com/caracteristicas-de-um-profissional-de-atendimento-ao-cliente/	0.03				66.0	147.0	8.0	60451.0	920.0	9.864187	7.0	57.0	5.0					octadesk	second_page
1718	planilha sac excel	81	30	53.66	0.06	https://blog.octadesk.com/porque-nao-usar-planilha-de-atendimento/	0.15				72.0	156.0	8.0	74772.0	2131.0	18.345102	11.0	59.0	6.0					octadesk	second_page
1719	avaliação atendimento ao cliente	62	90	59.23	6.87	https://blog.octadesk.com/7-dicas-bom-atendimento-ao-cliente/	0.39				70.0	138.0	8.0	74110.0	2183.0	18.704628	9.0	60.0	8.0					octadesk	second_page
1720	globo canais	59	40	84.55	0.0	http://blog.octadesk.com/canais-de-atendimento-globo/	0.02																	octadesk	second_page
1721	creclame aqui	53	90	76.81	0.16	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.02																	octadesk	second_page
1722	artigos sobre atendimento ao cliente	55	70	71.41	2.5	https://blog.octadesk.com/qualidade-no-atendimento-ao-cliente/	0.13				63.0	151.0	8.0	94029.0	4469.0	30.293846000000002	13.0	64.0	5.0					octadesk	second_page
1723	reclame aqui facebook	20	140	78.61	0.0	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.0																	octadesk	second_page
1724	compare telefone	69	40	80.17	0.0	https://www.octadesk.com/comparativo/controle-de-chamados	0.07																	octadesk	second_page
1725	como atender bem um cliente	92	480	61.93	0.61	https://blog.octadesk.com/como-melhorar-a-qualidade-no-atendimento-ao-cliente/	0.11				57.0	153.0	8.0	75319.0	1947.0	16.345144	20.0	61.0	5.0					octadesk	second_page
1726	reclame aki	51	4400	72.04	0.16	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.03																	octadesk	second_page
1727	frases de atendimento ao cliente	32	70	53.91	0.0	https://blog.octadesk.com/6-dicas-da-zappos-sobre-atendimento-ao-cliente/	0.09																	octadesk	second_page
1728	atendimento ao cliente o que é	49	30	69.1	0.0	https://blog.octadesk.com/sistema-de-atendimento-ao-cliente/	0.25				68.0	150.0	8.0	73471.0	1974.0	17.695417000000003	31.0	62.0	5.0					octadesk	second_page
1729	qualidade do atendimento ao publico	36	90	59.87	0.0	https://blog.octadesk.com/gestao-de-pessoas-atendimento-ao-cliente/	0.04				63.0	150.0	8.0	72486.0	2054.0	18.039345	41.0	63.0	5.0					octadesk	second_page
1730	o que é rosa	44	720	78.36	0.0	https://blog.octadesk.com/outubro-rosa/	0.0																	octadesk	second_page
1731	planilha cadastro clientes excel	50	70	71.27	3.81	https://blog.octadesk.com/planilha-de-cadastro-de-clientes/	0.36																	octadesk	second_page
1732	chat no site	23	50	61.62	2.05	https://www.octadesk.com/chat-para-site	0.69																	octadesk	second_page
1733	cadastro de clientes no excel	71	110	64.76	3.71	https://blog.octadesk.com/planilha-de-cadastro-de-clientes/	0.28																	octadesk	second_page
1734	o que significa help desk	25	70	75.48	4.72	https://www.octadesk.com/	0.54	Help Desk e sistema de atendimento ao cliente Octadesk	20.0	13.0	54.0	121.0	105.0	30577.0	434.0	9.428656	393.0	2.0	5.0	10.0	10.0	24.545454545454547	34.18181818181818	octadesk	second_page
1759	sistemas de help desk	18	20	32.2	36.2	https://blog.octadesk.com/diferencas-service-desk-e-help-desk/	0.88				72.0	146.0	8.0	67714.0	1729.0	16.277282999999997	23.0	57.0	5.0					octadesk	second_page
1760	sistemas de help desk	9	20	32.2	36.2	https://www.octadesk.com/	0.88	Help Desk e sistema de atendimento ao cliente Octadesk	20.0	13.0	54.0	121.0	105.0	30577.0	434.0	9.428656	393.0	2.0	5.0	10.0	10.0	24.545454545454547	34.18181818181818	octadesk	first_page
1785	sistemas de help desk	10	20	32.2	36.2	https://www.octadesk.com/funcionalidades/atendimento-ao-cliente	0.88				85.0	120.0	55.0	33328.0	463.0	9.466515	249.0	2.0	5.0					octadesk	first_page
1786	boa indole	90	390	76.62	0.0	https://blog.octadesk.com/recrutamento-de-pessoas/	0.02				64.0	142.0	8.0	69537.0	2123.0	19.882939999999998	23.0	56.0	7.0					octadesk	second_page
1787	roge distribuidora de cosmeticos	44	70	71.39	0.32	https://www.octadesk.com/casos-de-sucesso/sistema-de-atendimento	0.28				68.0	120.0	68.0	30581.0	973.0	21.284457999999997	223.0	9.0	5.0					octadesk	second_page
1788	planilha de controle de ferramentas	91	70	71.45	1.56	https://blog.octadesk.com/planilha-de-controle-de-chamados/	0.54																	octadesk	second_page
1789	perguntas sobre atendimento ao cliente	64	70	58.87	0.58	https://blog.octadesk.com/gestao-de-processos-no-atendimento/	0.33				67.0	151.0	8.0	74036.0	2543.0	22.54984	28.0	52.0	5.0					octadesk	second_page
1790	planilha de cadastro de clientes excel gratis	38	260	74.99	1.04	https://blog.octadesk.com/planilha-de-cadastro-de-clientes/	0.46																	octadesk	second_page
1791	reclame ja	21	320	72.92	0.13	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.01																	octadesk	second_page
1792	reclame aque	49	90	77.04	0.0	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.0																	octadesk	second_page
1793	gera service	89	90	55.62	0.0	http://blog.octadesk.com/diferencas-service-desk-e-help-desk/	0.0																	octadesk	second_page
1794	sites de chat online	88	40	64.5	1.23	http://blog.octadesk.com/chat-octadesk-canal-de-atendimento-online/	0.9																	octadesk	second_page
1795	ebook baixar	90	90	71.54	0.32	https://www.octadesk.com/materiais-para-helpdesk	0.06																	octadesk	second_page
1796	trabalho de atendimento ao cliente	97	30	70.02	0.06	https://blog.octadesk.com/caracteristicas-de-um-profissional-de-atendimento-ao-cliente/	0.24				66.0	147.0	8.0	60451.0	920.0	9.864187	7.0	57.0	5.0					octadesk	second_page
1797	planilha check list	73	50	69.85	0.0	https://blog.octadesk.com/checklist-de-atendimento-helpdesk/	0.12																	octadesk	second_page
1798	como atender bem os clientes	80	40	57.52	1.72	https://blog.octadesk.com/como-melhorar-a-qualidade-no-atendimento-ao-cliente/	0.09				57.0	153.0	8.0	75319.0	1947.0	16.345144	20.0	61.0	5.0					octadesk	second_page
1799	muito mais band	89	20	93.0	0.0	https://blog.octadesk.com/octadesk-na-band/	0.0				17.0	0.0	8.0	56620.0	458.0	5.277287	3.0	55.0	7.0					octadesk	second_page
1800	caracteristicas de um bom profissional	17	210	74.11	0.0	https://blog.octadesk.com/caracteristicas-de-um-profissional-de-atendimento-ao-cliente/	0.03				66.0	147.0	8.0	60451.0	920.0	9.864187	7.0	57.0	5.0					octadesk	second_page
1801	frases para clientes especiais	37	110	76.35	0.0	https://blog.octadesk.com/6-dicas-da-zappos-sobre-atendimento-ao-cliente/	0.02																	octadesk	second_page
1802	modelo de planilha de controle	99	90	74.65	3.19	https://blog.octadesk.com/planilha-de-controle-de-chamados/	0.49																	octadesk	second_page
1803	rwclame aqui	43	170	71.63	0.74	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.02																	octadesk	second_page
1804	a cliente ou o cliente	39	90	66.37	0.0	https://www.octadesk.com/funcionalidades/atendimento-ao-cliente	0.01				85.0	120.0	55.0	33328.0	463.0	9.466515	249.0	2.0	5.0					octadesk	second_page
1805	atendebem	61	390	82.92	0.0	https://blog.octadesk.com/saiba-porque-sua-equipe-de-atendimento-nao-atende-bem/	0.04				61.0	140.0	8.0	62665.0	940.0	9.44706	21.0	61.0	7.0					octadesk	second_page
1806	sistema de os	60	110	54.38	2.47	https://blog.octadesk.com/sistema-de-atendimento-ao-cliente/	0.73				68.0	150.0	8.0	73471.0	1974.0	17.695417000000003	31.0	62.0	5.0					octadesk	second_page
1807	cliente insatisfeito	37	210	54.0	0.0	https://blog.octadesk.com/tag/cliente-insatisfeito/	0.0				51.0	0.0	8.0	59113.0	503.0	5.4556527	10.0	61.0	5.0					octadesk	second_page
1808	o que é um checklist	26	110	67.52	0.0	https://blog.octadesk.com/checklist-de-atendimento-helpdesk/	0.01																	octadesk	second_page
1809	band reportagens	82	50	78.64	0.0	https://blog.octadesk.com/octadesk-na-band/	0.09				17.0	0.0	8.0	56620.0	458.0	5.277287	3.0	55.0	7.0					octadesk	second_page
1810	processos da qualidade	94	30	72.72	3.74	https://blog.octadesk.com/gestao-de-processos-no-atendimento/	0.14				67.0	151.0	8.0	74036.0	2543.0	22.54984	28.0	52.0	5.0					octadesk	second_page
1811	curso de atendimento ao cliente sebrae	32	50	74.74	0.09	https://blog.octadesk.com/sebrae-oferece-curso-gratuito-sobre-atendimento-ao-cliente/	0.27																	octadesk	second_page
1812	site da real	98	90	54.52	0.0	https://www.octadesk.com/chat-para-site	0.0																	octadesk	second_page
1813	curso atendimento ao cliente sebrae	36	50	73.34	0.0	https://blog.octadesk.com/sebrae-oferece-curso-gratuito-sobre-atendimento-ao-cliente/	0.28																	octadesk	second_page
1814	atendimento excelente ao cliente	19	40	58.66	0.0	http://blog.octadesk.com/excelencia-no-atendimento-importancia/	0.07																	octadesk	second_page
1815	o que faz um promoter	87	260	78.47	0.0	https://blog.octadesk.com/porque-usar-nps/	0.02				56.0	149.0	8.0	68052.0	1403.0	12.793158	128.0	57.0	7.0					octadesk	second_page
1816	planilha cadastro de clientes	50	260	72.82	3.19	https://blog.octadesk.com/planilha-de-cadastro-de-clientes/	0.46																	octadesk	second_page
1817	freshdesk	49	1300	55.41	22.84	https://www.octadesk.com/concorrentes/freshdesk	0.61																	octadesk	second_page
1818	construtora plano	63	880	51.32	2.18	https://www.octadesk.com/planos/sistema-de-chamados	0.1																	octadesk	second_page
1819	planilha cadastro clientes excel gratis	40	70	69.24	0.06	https://blog.octadesk.com/planilha-de-cadastro-de-clientes/	0.37																	octadesk	second_page
1820	canais da globo	68	320	78.44	0.03	https://blog.octadesk.com/canais-de-atendimento-globo/	0.02																	octadesk	second_page
1821	outubro rosa brasil	40	20	60.76	0.0	https://blog.octadesk.com/outubro-rosa/	0.03																	octadesk	second_page
1822	como melhorar seu relacionamento	33	110	73.25	0.0	https://blog.octadesk.com/dicas-relacionamento-com-o-cliente/	0.01				54.0	156.0	8.0	65243.0	1362.0	13.107920000000002	18.0	58.0	8.0					octadesk	second_page
1823	a comunicacao	95	30	69.99	0.0	https://blog.octadesk.com/saiba-como-a-tecnologia-pode-melhorar-a-comunicacao-em-sua-equipe-de-atendimento/	0.04				67.0	149.0	8.0	65882.0	1010.0	9.853981	141.0	67.0	5.0					octadesk	second_page
1824	quais as qualidades de um bom profissional	36	20	69.37	0.0	https://blog.octadesk.com/caracteristicas-de-um-profissional-de-atendimento-ao-cliente/	0.01				66.0	147.0	8.0	60451.0	920.0	9.864187	7.0	57.0	5.0					octadesk	second_page
1825	o sac	23	90	69.88	0.0	https://blog.octadesk.com/o-sac-nunca-foi-tao-pop/	0.0				50.0	133.0	8.0	55867.0	495.0	5.754739	132.0	57.0	6.0					octadesk	second_page
1826	planilha para controle de clientes	26	50	78.79	3.61	https://blog.octadesk.com/planilha-de-cadastro-de-clientes/	0.62																	octadesk	second_page
1827	formas de relacionamento com o cliente	43	90	59.83	4.23	https://blog.octadesk.com/dicas-relacionamento-com-o-cliente/	0.09				54.0	156.0	8.0	65243.0	1362.0	13.107920000000002	18.0	58.0	8.0					octadesk	second_page
1828	planilha de clientes excel	80	110	76.23	0.03	https://blog.octadesk.com/planilha-de-cadastro-de-clientes/	0.22																	octadesk	second_page
1829	perguntas rapidas	90	170	78.81	0.0	https://blog.octadesk.com/13-maneiras-rapidas-para-verificar-se-sua-empresa-tem-um-problema-de-atendimento-ao-cliente/	0.0				67.0	139.0	8.0	63448.0	829.0	8.306014999999999	1.0	63.0	5.0					octadesk	second_page
1830	sistema de chat online	35	50	39.64	3.09	https://www.octadesk.com/chat-para-site	0.93																	octadesk	second_page
1831	excelência no atendimento	30	590	73.69	1.4	https://blog.octadesk.com/excelencia-no-atendimento-importancia/	0.18				65.0	145.0	8.0	76803.0	2312.0	18.595629000000002	24.0	61.0	7.0					octadesk	second_page
1832	planilha de cadastro de clientes gratis excel	38	70	62.9	1.49	https://blog.octadesk.com/planilha-de-cadastro-de-clientes/	0.32																	octadesk	second_page
1833	etica no atendimento ao cliente	22	50	74.36	0.0	https://blog.octadesk.com/caracteristicas-de-um-profissional-de-atendimento-ao-cliente/	0.1				66.0	147.0	8.0	60451.0	920.0	9.864187	7.0	57.0	5.0					octadesk	second_page
1834	planilhas cadastro de clientes	21	20	67.66	0.09	https://blog.octadesk.com/planilha-de-cadastro-de-clientes/	0.57																	octadesk	second_page
1835	cadastro clientes gratis	46	110	81.9	5.11	https://blog.octadesk.com/planilha-de-cadastro-de-clientes/	0.67																	octadesk	second_page
1836	e-commerce dicas	68	30	69.74	0.0	https://blog.octadesk.com/atendimento-online-e-commerce/	0.49				58.0	155.0	8.0	75364.0	2197.0	18.665411	20.0	57.0	9.0					octadesk	second_page
1837	site chat	14	50	45.43	2.41	https://www.octadesk.com/chat-para-site	0.82																	octadesk	second_page
1838	plano construtora	57	70	60.74	2.93	https://www.octadesk.com/planos/sistema-de-chamados	0.19																	octadesk	second_page
1839	atendimento online site	79	20	53.97	4.39	https://www.octadesk.com/chat-para-site	0.91																	octadesk	second_page
1840	escelencia	82	390	56.98	0.0	https://blog.octadesk.com/excelencia-no-atendimento-importancia/	0.02				65.0	145.0	8.0	76803.0	2312.0	18.595629000000002	24.0	61.0	7.0					octadesk	second_page
1841	frases de um bom atendimento ao cliente	29	70	62.22	1.43	https://blog.octadesk.com/6-dicas-da-zappos-sobre-atendimento-ao-cliente/	0.12																	octadesk	second_page
1842	planilha para cadastro de clientes	38	170	73.59	1.17	http://content.octadesk.com/lp-planilha-cadastro-de-clientes	0.44																	octadesk	second_page
1843	software de atendimento	22	20	52.24	3.42	https://blog.octadesk.com/sistema-de-atendimento-ao-cliente/	0.9				68.0	150.0	8.0	73471.0	1974.0	17.695417000000003	31.0	62.0	5.0					octadesk	second_page
1844	reclamaqui	43	480	73.65	0.09	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.01																	octadesk	second_page
1845	o que ecultura	94	40	81.9	0.0	http://blog.octadesk.com/cultura-de-atendimento-o-que-e/	0.01													1.0	3.0			octadesk	second_page
1846	modelo de check list	73	880	57.84	0.03	https://blog.octadesk.com/checklist-de-atendimento-helpdesk/	0.03																	octadesk	second_page
1847	sistema de chamados gratuito	14	90	49.32	44.38	https://www.octadesk.com/sistema-de-chamados	0.79				40.0	69.0	78.0	44713.0	702.0	10.460045	13.0	3.0	5.0					octadesk	second_page
1848	atendimento do cliente	80	20	69.62	0.16	https://www.octadesk.com/funcionalidades/atendimento-ao-cliente	0.24				85.0	120.0	55.0	33328.0	463.0	9.466515	249.0	2.0	5.0					octadesk	second_page
1849	planilha controle de clientes	29	70	65.95	5.05	https://blog.octadesk.com/planilha-de-cadastro-de-clientes/	0.43																	octadesk	second_page
1850	helpdesck	13	110	48.11	84.04	https://blog.octadesk.com/diferencas-service-desk-e-help-desk/	0.63				72.0	146.0	8.0	67714.0	1729.0	16.277282999999997	23.0	57.0	5.0					octadesk	second_page
1851	gestao de processos	64	1000	57.61	4.23	https://blog.octadesk.com/gestao-de-processos-no-atendimento/	0.75				67.0	151.0	8.0	74036.0	2543.0	22.54984	28.0	52.0	5.0					octadesk	second_page
1852	o que é desk	20	320	73.36	0.0	https://blog.octadesk.com/diferencas-service-desk-e-help-desk/	0.01				72.0	146.0	8.0	67714.0	1729.0	16.277282999999997	23.0	57.0	5.0					octadesk	second_page
1853	site do cliente	68	70	67.22	0.0	https://www.octadesk.com/chat-para-site	0.0																	octadesk	second_page
1854	reclame aaqui	48	320	72.19	0.06	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.02																	octadesk	second_page
1855	empresas de service desk	87	20	32.42	49.01	https://blog.octadesk.com/diferencas-service-desk-e-help-desk/	0.96				72.0	146.0	8.0	67714.0	1729.0	16.277282999999997	23.0	57.0	5.0					octadesk	second_page
1856	ferramentas de help desk	31	70	54.51	30.66	https://blog.octadesk.com/diferencas-service-desk-e-help-desk/	0.95				72.0	146.0	8.0	67714.0	1729.0	16.277282999999997	23.0	57.0	5.0					octadesk	second_page
1857	que significa empatia	93	70	83.69	0.0	https://blog.octadesk.com/empatia-melhora-o-mundo-e-faz-sua-empresa-crescer/	0.0				50.0	150.0	8.0	59224.0	650.0	7.255503999999999	5.0	59.0	5.0					octadesk	second_page
1858	promoter	92	6600	75.24	0.58	https://blog.octadesk.com/porque-usar-nps/	0.01				56.0	149.0	8.0	68052.0	1403.0	12.793158	128.0	57.0	7.0					octadesk	second_page
1859	não pelo reclame aqui	32	50	97.9	2.11	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.04																	octadesk	second_page
1860	o que fazer para o relacionamento melhorar	79	90	73.18	0.0	https://blog.octadesk.com/dicas-relacionamento-com-o-cliente/	0.02				54.0	156.0	8.0	65243.0	1362.0	13.107920000000002	18.0	58.0	8.0					octadesk	second_page
1861	historia deterror	69	90	74.13	0.0	http://blog.octadesk.com/historia-de-terror-de-atendimento-ao-cliente-verdadeira-parte-1/	0.0																	octadesk	second_page
1862	atendimento aos clientes	88	70	69.07	0.13	https://www.octadesk.com/funcionalidades/atendimento-ao-cliente	0.18				85.0	120.0	55.0	33328.0	463.0	9.466515	249.0	2.0	5.0					octadesk	second_page
1863	ecelencia	83	140	59.57	0.0	https://blog.octadesk.com/excelencia-no-atendimento-importancia/	0.0				65.0	145.0	8.0	76803.0	2312.0	18.595629000000002	24.0	61.0	7.0					octadesk	second_page
1864	curso 24 horas reclame aqui	33	30	77.98	0.0	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.19																	octadesk	second_page
1865	planilha para cadastrar clientes	36	90	66.63	0.81	https://blog.octadesk.com/planilha-de-cadastro-de-clientes/	0.64																	octadesk	second_page
1866	cliente satisfeito frases	80	720	62.83	0.0	https://blog.octadesk.com/atendimento-ao-cliente-como-se-destacar-da-concorrencia/	0.01				56.0	151.0	8.0	60744.0	963.0	10.373041	4.0	59.0	5.0					octadesk	second_page
1867	relacionamento ao cliente	97	40	70.56	4.07	http://blog.octadesk.com/dicas-relacionamento-com-o-cliente/	0.34																	octadesk	second_page
1868	conversa online gratis	47	210	72.66	1.07	https://www.octadesk.com/chat-para-site	0.84																	octadesk	second_page
1869	mal atendimento ou mau atendimento	22	90	67.46	0.0	https://blog.octadesk.com/mau-atendimento-excelente-produto/	0.0				64.0	135.0	8.0	69851.0	1779.0	16.03556	14.0	60.0	5.0					octadesk	second_page
1870	checklist modelo	38	210	62.35	0.03	https://blog.octadesk.com/checklist-de-atendimento-helpdesk/	0.03																	octadesk	second_page
1871	gerente de processos	82	140	84.1	3.03	https://blog.octadesk.com/gestao-de-processos-no-atendimento/	0.38				67.0	151.0	8.0	74036.0	2543.0	22.54984	28.0	52.0	5.0					octadesk	second_page
1872	chat novo	96	20	65.95	0.32	https://blog.octadesk.com/chat-octadesk-canal-de-atendimento-online/	0.42				51.0	151.0	8.0	60813.0	937.0	9.881111	9.0	57.0	5.0					octadesk	second_page
1873	cadastro para clientes	75	30	70.15	7.33	https://blog.octadesk.com/planilha-de-cadastro-de-clientes/	0.84																	octadesk	second_page
1874	help desk gratuito	46	40	58.28	50.48	https://blog.octadesk.com/webinar-sistema-de-chamados-octadesk/	0.88																	octadesk	second_page
1875	artigo sobre atendimento ao cliente	39	70	64.82	0.06	https://blog.octadesk.com/qualidade-no-atendimento-ao-cliente/	0.14				63.0	151.0	8.0	94029.0	4469.0	30.293846000000002	13.0	64.0	5.0					octadesk	second_page
1876	rosas em movimento	32	90	68.56	0.0	https://blog.octadesk.com/outubro-rosa/	0.01																	octadesk	second_page
1877	reckame aqui	56	390	72.31	0.29	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.02																	octadesk	second_page
